1616I;1
1616J;1
1616K;1
1617I;1
1617J;1
1617K;1
1618J;1
1618K;1
1619F;1
1619K;1
1620I;1
1621K;1
1622J;1
1622K;1
1624G;1
1624J;1
1624K;1
1625F;1
1627K;1
1629K;1
1631A;1
1631G;1
1632F;1
1632K;1
1633K;1
1634G;1
1634H;1
1634K;1
1635G;1
1635J;1
1636J;1
1636K;1
1638G;1
1641K;1
1642J;1
1642K;1
1643J;1
1643K;1
1644K;1
1645C;1
1646F;1
1647F;1
1647K;1
1648F;1
1648K;1
1649F;1
1649K;1
1650A;1
1650F;1
1650J;1
1650K;1
1651J;1
1652J;1
1652K;1
1653I;1
1653K;1
1654J;1
1654K;1
1655J;1
1658J;1
1661G;1
1661I;1
1662K;1
1663K;1
1665J;1
1667I;1
1667K;1
1670J;1
1675J;1
1677J;1
1677K;1
1678J;1
1678K;1
1679K;1
1680F;1
1683K;1
1685G;1
1685K;1
1687F;1
1688J;1
1688K;1
1690K;1
1691G;1
1691K;1
1692K;1
1693K;1
1694J;1
1694K;1
1696K;1
1697K;1
1698K;1
1699K;1
1700E;1
1700K;1
1701K;1
1703I;1
1703J;1
1704H;1
1704J;1
1704K;1
1705K;1
1707K;1
1708J;1
1708K;1
1709K;1
1710K;1
1711K;1
1712G;1
1712K;1
1713K;1
1714I;1
1716J;1
1716K;1
1719H;1
1719K;1
1721F;1
1721J;1
1723J;1
1724J;1
1725F;1
1725G;1
1727F;1
1727K;1
1730K;1
1733J;1
1734E;1
1737K;1
1738I;1
1738J;1
1739K;1
1740K;1
1741H;1
1741J;1
1742K;1
1745J;1
1746K;1
1748K;1
1749F;1
1749K;1
1751H;1
1751J;1
1751K;1
1752K;1
1753G;1
1753I;1
1756J;1
1756K;1
1758K;1
1760J;1
1762H;1
1762J;1
1762K;1
1763K;1
1764J;1
1770F;1
1772H;1
1773H;1
1774H;1
1776J;1
1778H;1
1779H;1
1781I;1
1786I;1
1786J;1
1792E;1
1793H;1
1796J;1
1797J;1
1798H;1
1798J;1
1799H;1
1799I;1
1799J;1
1800J;1
1802J;1
1804C;1
1805J;1
1810J;1
1813D;1
1816I;1
1821C;1
1822H;1
1822J;1
1823G;1
1823J;1
1824C;1
1824J;1
1825A;1
1825C;1
1825J;1
1827G;1
1827H;1
1831J;1
1832H;1
1833I;1
1834I;1
1837J;1
1839C;1
1840J;1
1844I;1
1847J;1
1851J;1
1852J;1
1853J;1
1854J;1
1855I;1
1855J;1
1856I;1
1856J;1
1858J;1
1861J;1
1862G;1
1862J;1
1865F;1
1867J;1
1868J;1
1870I;1
1872F;1
1872J;1
1873I;1
1874J;1
1875J;1
1876H;1
1877I;1
1877J;1
1878H;1
1883G;1
1884G;1
1885J;1
1887J;1
1888J;1
1892G;1
1892H;1
1893H;1
1894I;1
1895E;1
1895I;1
1896I;1
1896J;1
1897I;1
1897J;1
1899G;1
1899J;1
1902J;1
1903J;1
1904F;1
1904J;1
1905I;1
1907J;1
1908F;1
1908J;1
1909G;1
1910J;1
1911J;1
1912I;1
1912J;1
1913I;1
1914I;1
1914J;1
1915G;1
1915I;1
1916F;1
1916I;1
1917G;1
1918G;1
1918I;1
1919J;1
1921J;1
1923J;1
1926I;1
1926J;1
1927I;1
1927J;1
1928H;1
1932H;1
1935G;1
1935H;1
1936E;1
1939G;1
1939I;1
1940I;1
1941J;1
1943J;1
1945A;1
1945J;1
1946J;1
1949F;1
1952J;1
1953G;1
1954H;1
1954I;1
1955F;1
1955H;1
1956F;1
1956G;1
1956H;1
1956J;1
1957J;1
1958I;1
1959G;1
1960I;1
1962J;1
1967H;1
1968J;1
1970J;1
1973J;1
1974F;1
1977I;1
1981I;1
1983G;1
1986I;1
1988D;1
1989I;1
1989J;1
1990G;1
1991E;1
1992G;1
1993J;1
1999A;1
2000I;1
2003H;1
2003K;1
2003M;1
2004I;1
2004K;1
2004M;1
2005I;1
2006I;1
2008I;1
2008L;1
2011L;1
2013M;1
2014L;1
2015J;1
2017M;1
2019M;1
2020I;1
2023M;1
2025M;1
2028M;1
2032M;1
2034J;1
2034M;1
2037J;1
2041H;1
2046M;1
2047K;1
2047L;1
2048I;1
2050M;1
2055L;1
2055M;1
2058M;1
2059H;1
2060H;1
2060K;1
2064M;1
2070L;1
2071M;1
2072M;1
2073G;1
2073M;1
2074L;1
2074M;1
2080M;1
2081M;1
2082J;1
2085M;1
2086M;1
2088M;1
2097M;1
2098J;1
2098M;1
2099J;1
2099M;1
2102I;1
2103M;1
2105M;1
2107H;1
2109M;1
2110M;1
2114K;1
2119H;1
2119I;1
2119L;1
2120I;1
2126G;1
2127L;1
2127M;1
2130M;1
2138E;1
2139M;1
2141H;1
2142M;1
2143M;1
2144L;1
2144M;1
2145M;1
2150L;1
2153M;1
2154M;1
2156M;1
2157M;1
2158L;1
2159G;1
2160M;1
2167K;1
2168I;1
2169G;1
2172M;1
2173M;1
2174K;1
2175K;1
2176L;1
2177M;1
2178M;1
2183A;1
2183M;1
2184G;1
2185L;1
2186L;1
2190L;1
2191L;1
2192L;1
2193J;1
2193L;1
2195M;1
2199M;1
2200M;1
2201L;1
2201M;1
2206I;1
2207I;1
2207L;1
2208M;1
2209G;1
2209M;1
2210H;1
2211M;1
2212K;1
2215L;1
2215M;1
2216M;1
2217K;1
2222M;1
2224L;1
2227M;1
2228H;1
2228M;1
2238M;1
2240J;1
2241J;1
2245H;1
2247L;1
2247M;1
2248L;1
2248M;1
2249L;1
2250L;1
2251J;1
2252J;1
2252L;1
2253J;1
2260E;1
2265J;1
2267L;1
2273L;1
2274B;1
2276K;1
2283K;1
2289H;1
2289J;1
2290H;1
2291L;1
2292L;1
2292M;1
2293L;1
2293M;1
2294L;1
2295L;1
2296F;1
2296L;1
2296M;1
2297L;1
2298L;1
2299M;1
2300L;1
2301I;1
2301K;1
2301L;1
2302J;1
2307L;1
2308L;1
2308M;1
2309L;1
2309M;1
2310L;1
2311L;1
2312L;1
2313L;1
2313M;1
2314L;1
2317J;1
2317L;1
2318J;1
2319J;1
2319L;1
2320J;1
2320M;1
2321L;1
2324J;1
2325K;1
2325L;1
2330M;1
2331K;1
2334L;1
2338M;1
2341M;1
2342L;1
2342M;1
2343E;1
2344L;1
2350I;1
2352M;1
2354E;1
2354H;1
2355M;1
2359L;1
2360F;1
2362M;1
2364H;1
2365H;1
2365J;1
2365L;1
2366J;1
2366L;1
2367L;1
2369I;1
2370M;1
2371M;1
2374I;1
2376I;1
2377K;1
2377L;1
2378M;1
2380M;1
2382I;1
2384J;1
2385J;1
2385L;1
2388L;1
2389L;1
2390L;1
2395L;1
2399L;1
2400L;1
2402M;1
2403L;1
2405M;1
2406H;1
2406L;1
2407L;1
2408F;1
2416L;1
2417L;1
2418L;1
2420K;1
2421L;1
2422L;1
2423K;1
2423L;1
2426F;1
2430L;1
2431L;1
2432L;1
2433L;1
2434I;1
2434K;1
2435J;1
2435M;1
2437K;1
2439I;1
2440L;1
2441M;1
2447H;1
2448L;1
2449G;1
2449M;1
2450L;1
2450M;1
2453H;1
2453M;1
2454M;1
2455K;1
2455M;1
2456M;1
2457K;1
2461H;1
2464K;1
2465K;1
2466K;1
2467H;1
2467L;1
2470L;1
2471L;1
2475L;1
2477H;1
2477K;1
2477L;1
2478L;1
2482L;1
2483L;1
2484L;1
2492H;1
2494G;1
2494L;1
2495L;1
2497M;1
2498M;1
2504L;1
2506L;1
2507L;1
2510C;1
2511K;1
2511L;1
2511M;1
2515J;1
2516K;1
2516M;1
2523K;1
2524K;1
2524L;1
2525J;1
2525K;1
2529L;1
2531C;1
2531K;1
2536L;1
2536M;1
2537M;1
2538M;1
2539L;1
2542M;1
2543H;1
2544M;1
2546M;1
2547M;1
2548I;1
2548L;1
2549M;1
2553M;1
2563L;1
2565J;1
2566J;1
2568I;1
2569L;1
2571K;1
2573G;1
2574G;1
2579H;1
2580K;1
2581H;1
2582L;1
2582M;1
2583L;1
2584L;1
2588L;1
2589M;1
2590M;1
2592M;1
2593H;1
2597L;1
2598K;1
2598L;1
2599K;1
2600I;1
2601M;1
2607J;1
2608L;1
2613H;1
2615M;1
2616M;1
2619M;1
2620M;1
2621M;1
2624L;1
2625L;1
2626H;1
2630I;1
2630M;1
2631C;1
2631M;1
2637M;1
2641L;1
2644L;1
2645J;1
2645L;1
2646M;1
2647K;1
2647M;1
2651H;1
2651K;1
2652K;1
2653K;1
2654M;1
2657L;1
2658K;1
2662M;1
2665M;1
2667H;1
2669I;1
2669M;1
2670H;1
2670M;1
2672H;1
2679I;1
2679M;1
2681H;1
2681L;1
2682H;1
2686K;1
2686M;1
2689M;1
2690K;1
2691K;1
2692M;1
2693L;1
2693M;1
2694M;1
2697H;1
2701L;1
2702J;1
2702L;1
2703L;1
2704I;1
2706M;1
2707M;1
2708L;1
2711K;1
2712M;1
2717M;1
2720M;1
2722M;1
2724M;1
2728L;1
2728M;1
2729F;1
2729L;1
2731M;1
2741K;1
2743L;1
2743M;1
2744L;1
2744M;1
2745L;1
2746J;1
2747J;1
2747M;1
2748M;1
2749M;1
2750G;1
2751G;1
2752M;1
2754J;1
2754M;1
2755M;1
2756H;1
2759L;1
2760M;1
2761M;1
2763K;1
2763M;1
2765G;1
2765M;1
2766M;1
2769J;1
2770F;1
2770L;1
2773M;1
2775L;1
2776M;1
2777M;1
2781M;1
2782M;1
2784H;1
2785M;1
2789J;1
2791K;1
2791M;1
2792L;1
2792M;1
2793M;1
2794L;1
2794M;1
2795M;1
2796M;1
2797K;1
2797M;1
2798M;1
2800M;1
2801J;1
2801M;1
2802M;1
2803M;1
2805L;1
2808M;1
2809J;1
2812L;1
2812M;1
2813K;1
2813L;1
2814L;1
2815J;1
2822H;1
2826L;1
2827L;1
2828M;1
2829M;1
2830L;1
2831L;1
2831M;1
2832M;1
2833L;1
2833M;1
2834M;1
2837I;1
2837M;1
2838M;1
2839M;1
2840L;1
2840M;1
2844M;1
2849L;1
2849M;1
2851L;1
2853L;1
2854H;1
2854M;1
2855M;1
2856L;1
2856M;1
2857L;1
2857M;1
2858M;1
2859L;1
2859M;1
2860M;1
2861M;1
2865G;1
2865M;1
2867M;1
2868M;1
2869L;1
2869M;1
2871M;1
2872L;1
2873M;1
2875L;1
2875M;1
2876A;1
2876M;1
2877I;1
2877M;1
2878M;1
2880I;1
2882L;1
2882M;1
2883L;1
2884L;1
2884M;1
2887H;1
2888M;1
2889M;1
2890M;1
2891M;1
2892G;1
2892K;1
2892M;1
2893K;1
2894M;1
2895M;1
2899I;1
2904M;1
2905M;1
2906M;1
2907M;1
2911M;1
2914H;1
2915J;1
2920M;1
2923H;1
2929J;1
2929L;1
2930K;1
2930M;1
2934K;1
2934L;1
2934M;1
2935I;1
2935K;1
2938H;1
2939I;1
2951M;1
2953L;1
2954L;1
2960L;1
2962J;1
2964H;1
2965I;1
2971L;1
2972L;1
2973K;1
2976G;1
2981J;1
2984L;1
2985J;1
2986G;1
2986L;1
2987J;1
2989F;1
2990C;1
2990H;1
2991C;1
2992A;1
2992C;1
2992H;1
2992L;1
2993C;1
2993L;1
2994H;1
2997H;1
2998L;1
2999H;1
2999K;1
3000J;1
3002I;1
3002J;1
3003I;1
3003J;1
3004I;1
3005J;1
3008C;1
3015J;1
3016C;1
3016J;1
3019I;1
3030I;1
3032I;1
3037I;1
3039I;1
3049J;1
3050F;1
3058C;1
3063I;1
3071J;1
3072J;1
3075J;1
3079I;1
3079J;1
3080I;1
3081G;1
3089G;1
3095I;1
3098G;1
3107H;1
3109H;1
3110H;1
3111H;1
3118J;1
3125D;1
3132H;1
3140J;1
3149I;1
3154I;1
3157J;1
3160I;1
3164I;1
3175I;1
3178H;1
3183I;1
3185H;1
3185J;1
3187H;1
3187J;1
3193I;1
3196J;1
3205A;1
3213F;1
3214J;1
3215J;1
3221H;1
3225H;1
3226H;1
3228J;1
3230J;1
3232H;1
3234H;1
3235H;1
3236H;1
3240I;1
3241H;1
3242G;1
3243G;1
3244I;1
3244J;1
3245I;1
3246I;1
3246J;1
3248J;1
3251J;1
3252H;1
3254H;1
3255I;1
3255J;1
3257H;1
3264A;1
3266H;1
3270B;1
3271H;1
3272H;1
3273G;1
3273H;1
3274G;1
3274H;1
3275H;1
3303E;1
3319G;1
3320B;1
3326G;1
3330H;1
3339H;1
3349H;1
3352H;1
3367A;1
3367H;1
3368H;1
3372J;1
3373J;1
3376J;1
3377F;1
3385G;1
3386J;1
3392J;1
3394J;1
3404J;1
3407J;1
3417J;1
3427F;1
3430J;1
3431J;1
3436J;1
3437H;1
3437J;1
3442A;1
3448G;1
3448J;1
3449J;1
3450J;1
3453J;1
3460J;1
3461J;1
3463E;1
3463J;1
3491J;1
3498J;1
3500J;1
3501J;1
3502J;1
3504J;1
3505J;1
3507J;1
3509F;1
3509J;1
3510J;1
3511ZZ;1
3513F;1
3513J;1
3516G;1
3516J;1
3517F;1
3517G;1
3518G;1
3519F;1
3519G;1
3520J;1
3522F;1
3525H;1
3529J;1
3538J;1
3542ZZ;1
3544H;1
3553G;1
3560J;1
3561J;1
3562J;1
3566J;1
3569J;1
3570H;1
3577B;1
3580J;1
3581J;1
3582J;1
3585G;1
3585J;1
3587H;1
3594J;1
3600J;1
3601J;1
3602G;1
3604H;1
3605J;1
3608J;1
3609H;1
3609J;1
3611J;1
3615B;1
3621J;1
3627H;1
3632H;1
3642G;1
3643G;1
3656G;1
3657H;1
3671J;1
3673J;1
3674J;1
3675J;1
3677A;1
3683J;1
3684H;1
3685G;1
3688J;1
3694J;1
3696J;1
3698J;1
3699H;1
3699J;1
3700J;1
3702J;1
3703J;1
3708H;1
3712H;1
3712J;1
3716A;1
3716G;1
3717J;1
3720J;1
3728H;1
3729H;1
3732J;1
3734J;1
3735E;1
3736J;1
3737J;1
3738H;1
3740H;1
3744G;1
3747G;1
3749J;1
3751H;1
3752A;1
3754J;1
3758J;1
3764J;1
3767J;1
3768J;1
3770J;1
3775J;1
3776J;1
3779J;1
3790J;1
3795J;1
3798H;1
3799I;1
3800I;1
3803I;1
3809J;1
3810H;1
3819J;1
3820J;1
3821J;1
3822J;1
3823J;1
3826J;1
3827J;1
3829J;1
3830H;1
3831H;1
3837H;1
3840J;1
3843H;1
3844J;1
3845J;1
3847I;1
3849J;1
3851J;1
3853J;1
3854J;1
3855J;1
3856H;1
3858F;1
3859J;1
3860J;1
3864J;1
3865J;1
3867G;1
3869J;1
3870J;1
3871I;1
3871J;1
3872J;1
3873J;1
3875J;1
3876J;1
3877J;1
3879J;1
3881G;1
3881J;1
3882J;1
3883F;1
3883J;1
3884J;1
3885J;1
3894J;1
3895J;1
3903I;1
3906I;1
3912H;1
3913H;1
3919H;1
3921H;1
3925B;1
3929I;1
3934F;1
3937G;1
3939H;1
3947G;1
3948E;1
3948H;1
3949G;1
3950E;1
3951E;1
3956I;1
3970H;1
3976G;1
3980H;1
3992G;1
3993F;1
3993H;1
3997I;1
4111B;1
4164A;1
4180B;1
4203ZZ;1
4210ZZ;1
4214B;1
4284A;1
4300ZZ;1
4301ZZ;1
4303ZZ;1
4308ZZ;1
4310ZZ;1
4314ZZ;1
4315ZZ;1
4404B;1
4422B;1
4455B;1
4464B;1
4562B;1
4599B;1
4600B;1
4651B;1
4673B;1
4707B;1
4709B;1
4729B;1
4737B;1
4746B;1
4756B;1
4789B;1
4799B;1
4800B;1
4801B;1
4812B;1
4818B;1
4819B;1
4821B;1
4830B;1
4832B;1
4840B;1
4842B;1
4843B;1
4844B;1
4846B;1
4848B;1
4854B;1
4856B;1
4858B;1
4861B;1
4864B;1
4866B;1
4867B;1
4871B;1
4883B;1
4887B;1
4892B;1
4898B;1
4913B;1
6000M;1
6000N;1
6001M;1
6001N;1
6003N;1
6004N;1
6005N;1
6006I;1
6006N;1
6007I;1
6007N;1
6008I;1
6008N;1
6009N;1
6010I;1
6010N;1
6011N;1
6012N;1
6013N;1
6014M;1
6014N;1
6018G;1
6018N;1
6021N;1
6022N;1
6024I;1
6026N;1
6027G;1
6028K;1
6028L;1
6028N;1
6029F;1
6030H;1
6031H;1
6036M;1
6036N;1
6037N;1
6038G;1
6038N;1
6039N;1
6040N;1
6042M;1
6042N;1
6044N;1
6045H;1
6045N;1
6046H;1
6051M;1
6052N;1
6053N;1
6054M;1
6055L;1
6056I;1
6056N;1
6057L;1
6057N;1
6058N;1
6059N;1
6060M;1
6060N;1
6061I;1
6062N;1
6065N;1
6066N;1
6068L;1
6072K;1
6072N;1
6073F;1
6078J;1
6078K;1
6078M;1
6080N;1
6081N;1
6083N;1
6084N;1
6085L;1
6086N;1
6088F;1
6088G;1
6088J;1
6088N;1
6089J;1
6089N;1
6090J;1
6090L;1
6091N;1
6093N;1
6097N;1
6098J;1
6100N;1
6101M;1
6101N;1
6101ZZ;1
6102M;1
6102N;1
6103M;1
6104N;1
6105N;1
6106G;1
6106M;1
6106N;1
6109N;1
6109ZZ;1
6110N;1
6112N;1
6112ZZ;1
6113N;1
6114L;1
6114N;1
6115M;1
6115N;1
6116N;1
6116ZZ;1
6117L;1
6119M;1
6122N;1
6123N;1
6125M;1
6126M;1
6126N;1
6127N;1
6127ZZ;1
6128M;1
6128N;1
6128ZZ;1
6129ZZ;1
6131N;1
6132N;1
6133L;1
6133N;1
6134N;1
6135J;1
6135N;1
6136N;1
6137N;1
6138M;1
6138N;1
6139E;1
6139M;1
6139N;1
6140H;1
6140N;1
6141H;1
6141M;1
6142N;1
6145M;1
6148M;1
6149N;1
6150M;1
6156N;1
6157N;1
6158M;1
6159L;1
6160M;1
6162N;1
6164A;1
6164N;1
6165N;1
6167M;1
6167N;1
6168L;1
6168N;1
6169L;1
6169M;1
6170N;1
6171N;1
6174N;1
6175N;1
6176M;1
6176N;1
6177L;1
6177N;1
6178N;1
6180N;1
6181J;1
6181N;1
6182E;1
6182N;1
6183N;1
6185J;1
6185N;1
6186K;1
6186N;1
6187N;1
6189K;1
6189L;1
6189N;1
6190I;1
6190N;1
6191N;1
6193M;1
6194N;1
6195N;1
6199J;1
6200N;1
6202M;1
6204K;1
6204N;1
6206N;1
6207N;1
6208N;1
6209N;1
6210N;1
6211M;1
6211N;1
6212F;1
6212N;1
6213F;1
6213J;1
6213N;1
6214C;1
6214L;1
6215J;1
6215M;1
6217M;1
6218M;1
6219M;1
6219N;1
6225J;1
6226F;1
6226L;1
6226M;1
6226N;1
6228N;1
6229I;1
6231J;1
6234L;1
6234M;1
6235L;1
6236L;1
6237A;1
6238A;1
6238M;1
6239A;1
6240M;1
6246N;1
6247K;1
6247N;1
6248N;1
6249I;1
6249M;1
6249N;1
6250I;1
6250L;1
6250M;1
6250N;1
6251K;1
6257M;1
6258N;1
6259D;1
6259N;1
6260N;1
6265N;1
6268N;1
6269N;1
6270M;1
6273J;1
6274N;1
6277K;1
6277L;1
6278N;1
6279N;1
6282M;1
6282N;1
6283H;1
6283J;1
6283L;1
6283M;1
6285H;1
6286M;1
6287L;1
6290J;1
6291H;1
6291K;1
6291M;1
6292H;1
6293M;1
6295H;1
6296B;1
6296I;1
6298M;1
6299L;1
6300J;1
6300L;1
6301J;1
6302M;1
6303J;1
6304K;1
6308M;1
6309M;1
6312K;1
6315J;1
6315L;1
6315M;1
6316L;1
6316M;1
6318J;1
6318K;1
6319K;1
6320M;1
6321K;1
6322L;1
6326F;1
6326M;1
6328I;1
6328M;1
6331M;1
6332J;1
6333M;1
6336K;1
6336M;1
6337F;1
6337M;1
6339L;1
6340L;1
6341L;1
6342M;1
6344J;1
6347F;1
6349L;1
6356K;1
6360K;1
6362M;1
6366K;1
6367A;1
6370G;1
6373K;1
6379M;1
6380I;1
6381M;1
6382K;1
6388E;1
6390J;1
6394M;1
6397M;1
6398H;1
6399L;1
6404M;1
6405L;1
6414L;1
6425K;1
6428L;1
6431L;1
6432I;1
6432L;1
6433L;1
6434L;1
6435I;1
6435L;1
6437M;1
6438I;1
6443J;1
6444J;1
6446M;1
6451M;1
6453I;1
6453L;1
6455I;1
6455K;1
6456L;1
6457L;1
6458L;1
6467I;1
6468I;1
6468L;1
6469L;1
6470I;1
6470L;1
6490M;1
6494M;1
6495I;1
6499M;1
6501I;1
6501L;1
6509ZZ;1
6511K;1
6512K;1
6515M;1
6516L;1
6517L;1
6521L;1
6521ZZ;1
6523M;1
6526ZZ;1
6530L;1
6531L;1
6532J;1
6532L;1
6533L;1
6533M;1
6534L;1
6535L;1
6536L;1
6538L;1
6540L;1
6544K;1
6544L;1
6545M;1
6546L;1
6547L;1
6549I;1
6549L;1
6553I;1
6565L;1
6567J;1
6573I;1
6573M;1
6574M;1
6575L;1
6576I;1
6577E;1
6577J;1
6578G;1
6579I;1
6582J;1
6583J;1
6583L;1
6588M;1
6589L;1
6591M;1
6601L;1
6604L;1
6609I;1
6615I;1
6615L;1
6615M;1
6621L;1
6625L;1
6635M;1
6636M;1
6637M;1
6638L;1
6641L;1
6642G;1
6642L;1
6643H;1
6649I;1
6655H;1
6657H;1
6659H;1
6660I;1
6667K;1
6667L;1
6667M;1
6668L;1
6678M;1
6679L;1
6683I;1
6683K;1
6685K;1
6688K;1
6689M;1
6691K;1
6693F;1
6693L;1
6695L;1
6696I;1
