E00711;GRUPO SETUP - CAMISA OPER ML - SPAGUETI 001-21 PRETO;E00711;PC;INDUSTRIA - UNIFORMES;CAMISA OPER MC/ML 203;99;DIVERSOS;CAMISA/CAMISETE OPER E ADM;MODELO CONFIGURADO CLIENTE;G;ITENS POR ESTOQUE;;E00711;62063000;0;9;21;23/05/2023
E00712;GRUPO SETUP -  CAMISETA GOLA RED MC - POLIVIS 034 VERDE - AA;E00712;PC;INDUSTRIA - UNIFORMES;CAMISETA  GOLA RED MC / ML 600;99;INDUSTRIA AA;CAMISETA / BABY LOOK;MODELO CONFIGURADO CLIENTE;G;ITENS POR ESTOQUE;;E00712;61091000;0;9;60;23/05/2023
E00713;GRUPO SETUP -  CAMISETA GOLA RED MC - POLIVIS014 PRETO;E00713;PC;INDUSTRIA - UNIFORMES;CAMISETA  GOLA RED MC / ML 600;99;INDUSTRIA AA;CAMISETA / BABY LOOK;MODELO CONFIGURADO CLIENTE;G;ITENS POR ESTOQUE;;E00713;61091000;0;9;60;23/05/2023
E3545;CAMISETA GOLA POLO MC - MALHA PIQUET PA 032 AZ BB;E3545;PC;UNIFORMES POSTOS - PRODUZIR;CAMISETA GOLA POLO 602 MC-ML;99;SERVICOS / PROMOCIONAIS;CAMISETA / BABY LOOK;MODELO CONFIGURADO CLIENTE;G;ITENS POR ESTOQUE;;E3545;61091000;0;18;60;21/07/2023
E3546;BABY LOOK  GOLA POLO MC - MALHA PIQUET PA 032 AZ BB;E3546;PC;UNIFORMES POSTOS - PRODUZIR;BABY GOLA POLO 606 MC-ML;99;SERVICOS / PROMOCIONAIS;CAMISETA / BABY LOOK;MODELO CONFIGURADO CLIENTE;G;ITENS POR ESTOQUE;;E3546;61091000;0;18;60;25/07/2023
E3548;CAMISETA GOLA POLO MC - MALHA PIQUET PA 093 AZ RY;E3548;PC;UNIFORMES POSTOS - PRODUZIR;CAMISETA GOLA POLO 602 MC-ML;99;SERVICOS / PROMOCIONAIS;CAMISETA / BABY LOOK;MODELO CONFIGURADO CLIENTE;G;ITENS POR ESTOQUE;;E3548;61091000;0;18;60;21/07/2023
E3550;CALCA ELAST TOT - POLYCOTTON LEVE 5098 AZ RY;E3550;PC;UNIFORMES POSTOS - PRODUZIR;CALCA ELAST TOTAL C CORDAO 107.00;99;SERVICOS / PROMOCIONAIS;CALCA;MODELO CONFIGURADO CLIENTE;G;ITENS POR ESTOQUE;;E3550;62034200;0;18;10;26/07/2023
E3551;BERMUDA ELAST TOTAL - POLYCOTTON LEVE 5098 AZUL ROYAL;E3551;PC;UNIFORMES POSTOS - PRODUZIR;BERMUDA ELAS T OTAL C/ CORDAO 117.00;99;SERVICOS / PROMOCIONAIS;BERMUDA;MODELO CONFIGURADO CLIENTE;G;ITENS POR ESTOQUE;;E3551;62034200;0;18;11;02/08/2023
E3552;AVENTAL - CEDROPAC LEVE 5228 AZUL MARINHO;E3552;PC;UNIFORMES POSTOS - PRODUZIR;AVENTAL 915.00;99;SERVICOS / PROMOCIONAIS;AVENTAL;MODELO CONFIGURADO CLIENTE;UNICO;ITENS POR ESTOQUE;;E3552;62013000;0;18;92;26/07/2023
E3553;MOLETOM COM CAPUZ - FLANELADO 093 AZUL ROYAL;E3553;PC;UNIFORMES POSTOS - PRODUZIR;MOLETOM GOLA REDONDA 914.00;99;SERVICOS / PROMOCIONAIS;MOLETOM;MODELO CONFIGURADO CLIENTE;G;ITENS POR ESTOQUE;;E3553;62019000;0;18;91;26/07/2023
E3554;MOLETOM COM CAPUZ - FLANELADO 093 AZUL ROYAL;E3554;PC;UNIFORMES POSTOS - PRODUZIR;MOLETOM GOLA REDONDA 914.00;99;SERVICOS / PROMOCIONAIS;MOLETOM;MODELO CONFIGURADO CLIENTE;G;ITENS POR ESTOQUE;;E3554;62019000;0;18;91;26/07/2023
E3557;CAMISA POLO ML - POLYCOTTON LEVE 5098 AZ RY;E3557;PC;UNIFORMES POSTOS - PRODUZIR;CAMISA GOLA POLO 201 MC-ML;99;SERVICOS / PROMOCIONAIS;CAMISA;MODELO CONFIGURADO CLIENTE;G;ITENS POR ESTOQUE;;E3557;62052000;0;18;20;04/08/2023
E3558;IPIRANGA - CAMISA POLO MC - POLYCOTTON LEVE 5098 AZ RY;E3558;PC;UNIFORMES POSTOS - PRODUZIR;CAMISA GOLA POLO 201 MC-ML;99;SERVICOS / PROMOCIONAIS;CAMISA;MODELO CONFIGURADO CLIENTE;G;ITENS POR ESTOQUE;;E3558;62052000;0;18;20;04/08/2023
E3559;IPIRANGA - CAMISA POLO ML FEM - POLYCOTTON LEVE 5098 AZ RY;E3559;PC;UNIFORMES POSTOS - PRODUZIR;CAMISA GOLA POLO 201 MC-ML;99;SERVICOS / PROMOCIONAIS;CAMISA;MODELO CONFIGURADO CLIENTE;G;ITENS POR ESTOQUE;;E3559;62052000;0;18;20;04/08/2023
E3560;IPIRANGA - CAMISA POLO MC FEM - POLYCOTTON LEVE 5098 AZ RY;E3560;PC;UNIFORMES POSTOS - PRODUZIR;CAMISA GOLA POLO 201 MC-ML;99;SERVICOS / PROMOCIONAIS;CAMISA;MODELO CONFIGURADO CLIENTE;G;ITENS POR ESTOQUE;;E3560;62052000;0;18;20;04/08/2023
E3561;IPIRANGA - CAMISA POLO ML - UNIOFFICE CAMISARIA 3017 AZUL;E3561;PC;UNIFORMES POSTOS - PRODUZIR;CAMISA GOLA POLO 201 MC-ML;99;SERVICOS / PROMOCIONAIS;CAMISA;MODELO CONFIGURADO CLIENTE;G;ITENS POR ESTOQUE;;E3561;62052000;0;18;20;04/08/2023
E3570;CAMISETA GOLA POLO MC - POLIVIS 039 CZ;E3570;PC;UNIFORMES POSTOS - PRODUZIR;CAMISETA GOLA POLO 602 MC-ML;99;INDUSTRIA;CAMISETA / BABY LOOK;MODELO CONFIGURADO CLIENTE;G;ITENS POR ESTOQUE;;E3570;61091000;0;18;60;11/08/2023
E3571;BABY GOLA POLO MC - POLIVIS 039 CZ;E3571;PC;UNIFORMES POSTOS - PRODUZIR;BABY GOLA POLO 606 MC-ML;99;INDUSTRIA;CAMISETA / BABY LOOK;MODELO CONFIGURADO CLIENTE;G;ITENS POR ESTOQUE;;E3571;61091000;0;18;60;10/08/2023
E3574;MOLETOM FEM - FLANELADO 061 PTO;E3574;PC;UNIFORMES POSTOS - PRODUZIR;MOLETOM GOLA REDONDA 914.00;99;DIVERSOS;MOLETOM;MODELO CONFIGURADO CLIENTE;G;ITENS POR ESTOQUE;;E3574;62019000;0;18;91;10/08/2023
E3579;AVENTAL - UNILESTER RIPSTOP 2050 CINZA;E3579;PC;UNIFORMES POSTOS - PRODUZIR;AVENTAL 915.00;99;SERVICOS / PROMOCIONAIS;AVENTAL;MODELO CONFIGURADO CLIENTE;UNICO;ITENS POR ESTOQUE;;E3579;62013000;0;18;92;10/08/2023
E4300;CHARRUA - CALCA MEIO ELAST - UNILESTER SOFT 2050 CINZA;E4300;PC;UNIFORMES POSTOS - PRODUZIR;CALCA MEIO ELAT 101.00;99;SERVICOS / PROMOCIONAIS;CALCA;MODELO CONFIGURADO CLIENTE;G;ITENS POR ESTOQUE;;E4300;62034200;0;18;10;09/08/2023
E4301;CHARRUA - CALCA MEIO ELAST FEM - UNILESTER SOFT 2050 CINZA;E4301;PC;UNIFORMES POSTOS - PRODUZIR;CALCA MEIO ELAT 101.00;99;INDUSTRIA;CALCA;MODELO CONFIGURADO CLIENTE;G;ITENS POR ESTOQUE;;E4301;62034200;0;18;10;09/08/2023
E4303;CHARRUA - BERMUDA MEIO ELAST - UNILESTER SOFT 2050 CZA;E4303;PC;UNIFORMES POSTOS - PRODUZIR;BERMUDA MEIO ELAST 111.00;99;DIVERSOS;BERMUDA;MODELO CONFIGURADO CLIENTE;G;ITENS POR ESTOQUE;;E4303;62034200;0;18;11;09/08/2023
