C00639ZZ;CAMISA RETART CHAMAS CEDROTECH  FR  AZUL ROYAL COM FITA;0
C00639ZZ.0004;CAMISA RETART CHAMAS CEDROTECH  FR  AZUL ROYAL COM FITA - XG;0
C1007F.0001;TODESCHINI - CALCA RETARD ELAST T - CEDROTECH 5098 AZ RY - G;0
C1007F.0003;TODESCHINI - CALCA RETARD ELAST T - CEDROTECH 5098 AZ RY - GG;0
C1073K.0001;CORSAN - CALCA SOCIAL MASC MEIO ELAST - JEANS FIT DENIM - A - G;0
C1073K.0005;CORSAN - CALCA SOCIAL MASC MEIO ELAST - JEANS FIT DENIM - A - GG;0
C1073K.0007;CORSAN - CALCA SOCIAL MASC MEIO ELAST - JEANS FIT DENIM - A - XGG;0
C1693K;IGUACU - CALCA MEIO ELAST RETARD - CEDROTECH FR 8047 CA;0
C1693K.0001;IGUACU - CALCA MEIO ELAST RETARD - CEDROTECH FR 8047 CA - G;0
C1693K.0002;IGUACU - CALCA MEIO ELAST RETARD - CEDROTECH FR 8047 CA - GG;0
C1693K.0003;IGUACU - CALCA MEIO ELAST RETARD - CEDROTECH FR 8047 CA - P;0
C1693K.0004;IGUACU - CALCA MEIO ELAST RETARD - CEDROTECH FR 8047 CA - M;0
C2856M.0001;IGUACU ENERG - CAMISA ML RETARD CHAMAS CEDROTECH FR 8047 CINZA - G;0
C6626N;CIVARDI -  CAMISETA GOLA POLO MC - PIQUET PA  061 PRETO;0
C6626N.0001;CIVARDI -  CAMISETA GOLA POLO MC - PIQUET PA  061 PRETO - G;0
C6626N.0003;CIVARDI -  CAMISETA GOLA POLO MC - PIQUET PA  061 PRETO - M;0
C6626N.0004;CIVARDI -  CAMISETA GOLA POLO MC - PIQUET PA  061 PRETO - GG;0
C6626N.0005;CIVARDI -  CAMISETA GOLA POLO MC - PIQUET PA  061 PRETO - XG;0
C6626N.0006;CIVARDI -  CAMISETA GOLA POLO MC - PIQUET PA  061 PRETO - XGG;0
C6626N.0007;CIVARDI -  CAMISETA GOLA POLO MC - PIQUET PA  061 PRETO - XXGG;0
